ID,Latitude,Longtitude,Province,District,Commune,Sub-regional,Plot,Lot,Site,Forest owner,Land type,Original resources of forest,Date,Priority,Contractor,Status
39696,19.284118,104.277203,Nghe An,Ky Son,Chieu Luu,470,7,1,Hong Tien village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,6/27/2022 0:00,Medium,,Not Verified
39697,19.283723,104.280083,Nghe An,Ky Son,Chieu Luu,470,7,2,Hong Tien village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,6/27/2022 0:00,Medium,,Not Verified
39698,19.283226,104.280276,Nghe An,Ky Son,Chieu Luu,470,7,2,Hong Tien village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,6/27/2022 0:00,Medium,,Not Verified
39699,19.28295,104.280569,Nghe An,Ky Son,Chieu Luu,470,7,2,Hong Tien village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39700,19.282861,104.280554,Nghe An,Ky Son,Na Ngoi,495B,3,1,Pu Quac III village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39701,19.279547,104.180416,Nghe An,Ky Son,Na Ngoi,482,1,,Ka Duoi village,Board of protection forest management Ky Son,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39702,19.279676,104.180421,Nghe An,Ky Son,Na Ngoi,482,1,12,Ka Duoi village,,,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39703,19.27882,104.198739,Nghe An,Ky Son,Na Ngoi,483,2,3,Ka Duoi village,Board of protection forest management Ky Son,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,High,,Not Verified
39704,19.277975,104.14193,Nghe An,Ky Son,Na Ngoi,480,13,1,Na Ngoi commune,Youth Volunteer Team 10,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39705,19.278159,104.278442,Nghe An,Ky Son,Na Ngoi,495B,7,5,Pu Quac III village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39706,19.276632,104.162581,Nghe An,Ky Son,Na Ngoi,481,4,3,Tang Phan village,Youth Volunteer Team 10,Mixed rich natural forest on the soil mountain,Natural forest,6/27/2022 0:00,High,,Not Verified
39707,19.276029,104.253282,Nghe An,Ky Son,Na Ngoi,495B,5,11,Pu Quac I village,Board of protection forest management Ky Son,Other natural bamboo forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39708,19.276064,104.253323,Nghe An,Ky Son,Na Ngoi,495B,5,8,Pu Quac II village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39709,19.274572,104.117117,Nghe An,Ky Son,Na Ngoi,480,6,11,Buoc Mu I village,Youth Volunteer Team 10,Medium evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39710,19.275148,104.278963,Nghe An,Ky Son,Na Ngoi,495B,9,3,Pu Quac III village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,6/27/2022 0:00,Medium,,Not Verified
39711,19.272779,104.171219,Nghe An,Ky Son,Na Ngoi,482,4,,Tang Phan village,Board of protection forest management Ky Son,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39712,19.272669,104.239497,Nghe An,Ky Son,Na Ngoi,495A,2,6,Pu Quac I village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39713,19.272578,104.239355,Nghe An,Ky Son,Na Ngoi,495A,2,6,Pu Quac I village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39714,19.272579,104.239498,Nghe An,Ky Son,Na Ngoi,495A,2,6,Pu Quac I village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,6/27/2022 0:00,Medium,,Not Verified
39715,19.272488,104.239451,Nghe An,Ky Son,Na Ngoi,495A,2,6,Pu Quac I village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39716,19.27246,104.276992,Nghe An,Ky Son,Na Ngoi,495B,9,3,Pu Quac III village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39717,19.271557,104.121949,Nghe An,Ky Son,Na Ngoi,480,10,3,Buoc Mu I village,Youth Volunteer Team 10,Medium evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39718,19.271367,104.121983,Nghe An,Ky Son,Na Ngoi,480,10,3,Buoc Mu I village,Youth Volunteer Team 10,Medium evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39719,19.270377,104.182607,Nghe An,Ky Son,Na Ngoi,482,2,,Ka Duoi village,Board of protection forest management Ky Son,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39720,19.270345,104.182747,Nghe An,Ky Son,Na Ngoi,482,5,3,Ka Duoi village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39721,19.267926,104.169681,Nghe An,Ky Son,Na Ngoi,482,4,12,Tang Phan village,Board of protection forest management Ky Son,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39722,19.265645,104.192665,Nghe An,Ky Son,Na Ngoi,483,8,2,Ka Noi village,Board of protection forest management Ky Son,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39723,19.265282,104.195844,Nghe An,Ky Son,Na Ngoi,483,7,2,Tong Khu village,Board of protection forest management Ky Son,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39724,19.263779,104.275555,Nghe An,Ky Son,Na Ngoi,495B,12,5,Huoi Xai village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39725,19.263017,104.190965,Nghe An,Ky Son,Na Ngoi,483,6,4,Na Ngoi commune,Board of protection forest management Ky Son,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,6/27/2022 0:00,Medium,,Not Verified
39726,19.262949,104.274137,Nghe An,Ky Son,Na Ngoi,495B,11,5,Huoi Xai village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39727,19.262989,104.274115,Nghe An,Ky Son,Na Ngoi,495B,11,4,Huoi Xai village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39728,19.262873,104.275012,Nghe An,Ky Son,Na Ngoi,495B,12,5,Huoi Xai village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39729,19.262688,104.274133,Nghe An,Ky Son,Na Ngoi,495B,11,5,Huoi Xai village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39730,19.262689,104.274323,Nghe An,Ky Son,Na Ngoi,495B,11,5,Huoi Xai village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39731,19.256526,104.174155,Nghe An,Ky Son,Na Ngoi,482,4,18,Ka Duoi village,Board of protection forest management Ky Son,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39732,19.256334,104.257019,Nghe An,Ky Son,Na Ngoi,495A,7,1,Huoi Xai village,Board of protection forest management Ky Son,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39733,19.25623,104.257001,Nghe An,Ky Son,Na Ngoi,495A,7,3,Huoi Xai village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39734,19.250754,104.226662,Nghe An,Ky Son,Na Ngoi,494B,1,8,Na Cang village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39735,19.250562,104.226661,Nghe An,Ky Son,Na Ngoi,494B,1,8,Na Cang village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39736,19.250242,104.226518,Nghe An,Ky Son,Na Ngoi,494B,1,8,Na Cang village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/9/2022 0:00,Medium,,Not Verified
39737,19.248485,104.226241,Nghe An,Ky Son,Na Ngoi,494B,1,11,Na Ngoi commune,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39738,19.24819,104.242036,Nghe An,Ky Son,Na Ngoi,495A,2,15,Pu Quac II village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39739,19.24822,104.242163,Nghe An,Ky Son,Na Ngoi,495A,2,15,Pu Quac II village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/9/2022 0:00,Medium,,Not Verified
39740,19.2481,104.242132,Nghe An,Ky Son,Na Ngoi,495A,2,15,Pu Quac II village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39741,19.239783,104.139227,Nghe An,Ky Son,Na Ngoi,491,1,3,Buoc Mu I village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39742,19.239013,104.168249,Nghe An,Ky Son,Na Ngoi,492,5,1,Ka Tren village,Board of protection forest management Ky Son,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/9/2022 0:00,Medium,,Not Verified
39743,19.238655,104.139613,Nghe An,Ky Son,Na Ngoi,491,1,3,Buoc Mu I village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39744,19.23564,104.085774,Nghe An,Ky Son,Na Ngoi,489,11,4,Na Ngoi commune,Board of protection forest management Ky Son,Medium evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39745,19.234825,104.195509,Nghe An,Ky Son,Na Ngoi,494A,8,7,Na Ngoi commune,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/9/2022 0:00,Medium,,Not Verified
39746,19.234792,104.195474,Nghe An,Ky Son,Na Ngoi,493,4,14,Ka Noi village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/9/2022 0:00,Medium,,Not Verified
39747,19.233661,104.11557,Nghe An,Ky Son,Na Ngoi,490,5,16,Na Ngoi commune,Board of protection forest management Ky Son,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39748,19.221017,104.107742,Nghe An,Ky Son,Na Ngoi,490,11,3,Na Ngoi commune,Board of protection forest management Ky Son,Medium natural evergreen broad-leaved forest on the soil mountain,Natural forest,7/21/2022 0:00,High,,Not Verified
39749,19.220792,104.098753,Nghe An,Ky Son,Na Ngoi,490,12,6,Na Ngoi commune,Board of protection forest management Ky Son,Medium evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39750,19.294297,104.530113,Nghe An,Tuong Duong,Tam Thai,615,3,5,Tam Thai commune,Board of protection forest management Tuong Duong,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39751,19.291681,104.550439,Nghe An,Tuong Duong,Tam Thai,615,4,22,Tam Thai commune,Board of protection forest management Tuong Duong,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39752,19.291721,104.550526,Nghe An,Tuong Duong,Tam Thai,615,4,8,Tam Thai commune,Board of protection forest management Tuong Duong,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39753,19.29055,104.532153,Nghe An,Tuong Duong,Tam Thai,615,3,27,Tam Thai commune,Board of protection forest management Tuong Duong,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39754,19.290608,104.532115,Nghe An,Tuong Duong,Tam Thai,615,3,19,Tam Thai commune,Board of protection forest management Tuong Duong,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39755,19.281031,104.533798,Nghe An,Tuong Duong,Tam Thai,615,7,8,Tam Thai commune,Board of protection forest management Tuong Duong,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39756,19.281068,104.533716,Nghe An,Tuong Duong,Tam Thai,615,3,53,Tam Thai commune,Board of protection forest management Tuong Duong,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39757,19.277023,104.612661,Nghe An,Tuong Duong,Tam Dinh,637,2,1,Xop Khau,Commune People's Committee,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39758,19.276938,104.612677,Nghe An,Tuong Duong,Tam Dinh,637,2,5,Dinh Thang,Commune People's Committee,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39759,19.268481,104.560639,Nghe An,Tuong Duong,Tam Thai,633,1,33,Canh Trap village,Board of protection forest management Tuong Duong,Mixed rich natural forest on the soil mountain,Natural forest,6/27/2022 0:00,Medium,,Not Verified
39760,19.257976,104.610625,Nghe An,Tuong Duong,Tam Dinh,637,7,40,Dinh Thang,Kha Văn Sơ,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39761,19.242237,104.51142,Nghe An,Tuong Duong,Thach Giam,644,5,5,Cay Me,Commune People's Committee,Bamboo plantation forest on the soil mountain,Plantation forest,7/21/2022 0:00,Low,,Not Verified
39762,19.237204,104.600606,Nghe An,Tuong Duong,Tam Dinh,634,8,13,Dinh Thang,Commune People's Committee,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39763,19.237087,104.60065,Nghe An,Tuong Duong,Tam Dinh,634,8,18,Dinh Thang,Commune People's Committee,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39764,19.235137,104.503806,Nghe An,Tuong Duong,Thach Giam,644,6,23,Cay Me,Lữ Danh Ti_n,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39765,19.235235,104.503864,Nghe An,Tuong Duong,Thach Giam,644,6,17,Cay Me,Lữ Danh Ti_n,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39766,19.23527,104.503739,Nghe An,Tuong Duong,Thach Giam,644,6,16,Cay Me,Văng Văn B_,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39767,19.235142,104.527522,Nghe An,Tuong Duong,Tam Thai,649,1,2,Tan Hop village,Commune People's Committee,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39768,19.235206,104.527784,Nghe An,Tuong Duong,Tam Thai,649,1,11,Lung village,Commune People's Committee,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/9/2022 0:00,Medium,,Not Verified
39769,19.235243,104.527631,Nghe An,Tuong Duong,Tam Thai,649,1,2,Tan Hop village,Commune People's Committee,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/9/2022 0:00,High,,Verified
39770,19.235143,104.527903,Nghe An,Tuong Duong,Tam Thai,649,1,11,Lung village,Commune People's Committee,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39771,19.235046,104.527745,Nghe An,Tuong Duong,Tam Thai,649,1,11,Lung village,Commune People's Committee,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39772,19.235069,104.52763,Nghe An,Tuong Duong,Tam Thai,649,1,2,Tan Hop village,Commune People's Committee,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39773,19.233938,104.516584,Nghe An,Tuong Duong,Thach Giam,644,7,10,Cay Me,Văng Văn Đoàn,Wood forests planted with mountains and soil,Plantation forest,6/27/2022 0:00,Low,,Not Verified
39774,19.230548,104.549946,Nghe An,Tuong Duong,Tam Thai,633,11,89,Canh Trap village,Lô Văn May,Soil planted on the mountain of earth,Plantation forest,7/21/2022 0:00,Low,,Not Verified
39775,19.23035,104.502052,Nghe An,Tuong Duong,Thach Giam,644,6,47,Lung village,Lô Văn Thành,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,6/27/2022 0:00,Medium,,Not Verified
39776,19.23031,104.50211,Nghe An,Tuong Duong,Tam Thai,649,2,5,Lung village,Commune People's Committee,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,6/27/2022 0:00,Medium,,Not Verified
39777,19.230001,104.551739,Nghe An,Tuong Duong,Tam Thai,655,3,1,Canh Trap village,Commune People's Committee,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39778,19.229961,104.551556,Nghe An,Tuong Duong,Tam Thai,655,2,1,Canh Trap village,Commune People's Committee,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,High,,Not Verified
39779,19.228287,104.51884,Nghe An,Tuong Duong,Tam Thai,649,1,35,Tan Hop village,Commune People's Committee,Medium natural evergreen broad-leaved forest on the soil mountain,Natural forest,7/21/2022 0:00,High,,Not Verified
39780,19.227951,104.543469,Nghe An,Tuong Duong,Tam Thai,655,1,33,Canh Trap village,Commune People's Committee,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39781,19.228152,104.666842,Nghe An,Tuong Duong,Yen Thang,645,7,61,Pung village,Lô Đại Tiến,Very poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39782,19.226715,104.614504,Nghe An,Tuong Duong,Tam Dinh,637,14,32,Dinh Thang,Commune People's Committee,Soil planted on the mountain of earth,Plantation forest,7/9/2022 0:00,Low,,Not Verified
39783,19.225631,104.51913,Nghe An,Tuong Duong,Tam Thai,649,1,44,Tan Hop village,Commune People's Committee,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39784,19.225502,104.617742,Nghe An,Tuong Duong,Tam Dinh,637,14,34,Dinh Thang,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,7/21/2022 0:00,Low,,Not Verified
39785,19.224804,104.515381,Nghe An,Tuong Duong,Tam Thai,649,6,2,Lung village,Commune People's Committee,Medium evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39786,19.224813,104.515474,Nghe An,Tuong Duong,Tam Thai,649,6,15,Lung village,Commune People's Committee,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39787,19.22408,104.567655,Nghe An,Tuong Duong,Tam Thai,655,4,10,Canh Trap village,Commune People's Committee,Mixed rich natural forest on the soil mountain,Natural forest,7/9/2022 0:00,Medium,,Not Verified
39788,19.224035,104.567797,Nghe An,Tuong Duong,Tam Thai,655,4,10,Canh Trap village,Commune People's Committee,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39789,19.223772,104.593221,Nghe An,Tuong Duong,Tam Dinh,634,11,36,Dinh Thang,Commune People's Committee,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,6/27/2022 0:00,High,,Not Verified
39790,19.22292,104.567547,Nghe An,Tuong Duong,Tam Thai,655,4,18,Canh Trap village,Commune People's Committee,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,6/27/2022 0:00,Medium,,Not Verified
39791,19.222608,104.617164,Nghe An,Tuong Duong,Tam Dinh,637,14,,Dinh Thang,Commune People's Committee,Mixed rich natural forest on the soil mountain,Natural forest,6/27/2022 0:00,Medium,,Not Verified
39792,19.222609,104.617259,Nghe An,Tuong Duong,Tam Dinh,637,14,,Dinh Thang,Commune People's Committee,Soil planted on the mountain of earth,Plantation forest,6/27/2022 0:00,Low,,Not Verified
39793,19.222548,104.617112,Nghe An,Tuong Duong,Tam Dinh,637,14,,Dinh Thang,Commune People's Committee,Mixed rich natural forest on the soil mountain,Natural forest,7/9/2022 0:00,Medium,,Not Verified
39794,19.222552,104.617215,Nghe An,Tuong Duong,Tam Dinh,637,14,,Dinh Thang,Commune People's Committee,Soil planted on the mountain of earth,Plantation forest,7/9/2022 0:00,Low,,Not Verified
39795,19.2225,104.617269,Nghe An,Tuong Duong,Tam Dinh,637,14,,Dinh Thang,Commune People's Committee,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39796,19.222544,104.617278,Nghe An,Tuong Duong,Tam Dinh,637,14,,Dinh Thang,Commune People's Committee,Soil planted on the mountain of earth,Plantation forest,7/21/2022 0:00,Low,,Not Verified
39797,19.221933,104.617123,Nghe An,Tuong Duong,Tam Dinh,637,14,61,Dinh Thang,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,7/21/2022 0:00,Low,,Not Verified
39798,19.221976,104.617036,Nghe An,Tuong Duong,Tam Dinh,637,14,,Dinh Thang,Commune People's Committee,Soil planted on the mountain of earth,Plantation forest,7/21/2022 0:00,Low,,Not Verified
39799,19.22098,104.575986,Nghe An,Tuong Duong,Tam Thai,655,5,13,Canh Trap village,Commune People's Committee,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/9/2022 0:00,High,,Not Verified
39800,19.220901,104.576095,Nghe An,Tuong Duong,Tam Thai,655,5,15,Dinh Huong,Commune People's Committee,Mixed rich natural forest on the soil mountain,Natural forest,7/9/2022 0:00,Medium,,Not Verified
39801,19.220843,104.576307,Nghe An,Tuong Duong,Tam Thai,655,5,15,Dinh Huong,Commune People's Committee,Mixed rich natural forest on the soil mountain,Natural forest,6/27/2022 0:00,High,,Not Verified
39802,19.219457,104.475767,Nghe An,Tuong Duong,Tam Thai,660,2,8,Khe Chi,Commune People's Committee,Medium evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39803,19.219723,104.619421,Nghe An,Tuong Duong,Tam Dinh,637,15,43,Dinh Tien,Commune People's Committee,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,High,,Not Verified
39804,19.2196,104.619344,Nghe An,Tuong Duong,Tam Dinh,637,15,45,Dinh Tien,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,7/21/2022 0:00,Low,,Not Verified
39805,19.219237,104.627723,Nghe An,Tuong Duong,Tam Dinh,637,17,40,Dinh Tien,Lương Là Ban,Soil planted on the mountain of earth,Plantation forest,7/21/2022 0:00,Low,,Not Verified
39806,19.218611,104.566955,Nghe An,Tuong Duong,Tam Thai,655,4,46,Canh Trap village,Commune People's Committee,Mixed rich natural forest on the soil mountain,Natural forest,6/27/2022 0:00,Medium,,Not Verified
39807,19.218411,104.543027,Nghe An,Tuong Duong,Tam Thai,655,2,47,Lung village,Commune People's Committee,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39808,19.218332,104.567545,Nghe An,Tuong Duong,Tam Thai,655,4,45,Canh Trap village,Commune People's Committee,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/9/2022 0:00,Medium,,Not Verified
39809,19.218351,104.567508,Nghe An,Tuong Duong,Tam Thai,655,4,46,Canh Trap village,Commune People's Committee,Mixed rich natural forest on the soil mountain,Natural forest,7/9/2022 0:00,Medium,,Not Verified
39810,19.218396,104.61761,Nghe An,Tuong Duong,Tam Dinh,637,15,,Dinh Tien,Commune People's Committee,Soil planted on the mountain of earth,Plantation forest,6/27/2022 0:00,Low,,Not Verified
39811,19.218494,104.617748,Nghe An,Tuong Duong,Tam Dinh,637,15,45,Dinh Tien,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,6/27/2022 0:00,Low,,Not Verified
39812,19.217955,104.617664,Nghe An,Tuong Duong,Tam Dinh,637,15,,Dinh Tien,Commune People's Committee,Soil planted on the mountain of earth,Plantation forest,6/27/2022 0:00,Low,,Not Verified
39813,19.217174,104.526327,Nghe An,Tuong Duong,Tam Thai,668,1,12,Tam Thai commune,Commune People's Committee,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/9/2022 0:00,Medium,,Not Verified
39814,19.217206,104.52683,Nghe An,Tuong Duong,Tam Thai,668,1,12,Tam Thai commune,Commune People's Committee,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39815,19.21654,104.610722,Nghe An,Tuong Duong,Tam Dinh,664,5,7,Dinh Thang,Commune People's Committee,Bamboo plantation forest on the soil mountain,Plantation forest,7/21/2022 0:00,Low,,Not Verified
39816,19.216416,104.575333,Nghe An,Tuong Duong,Tam Thai,655,5,23,Canh Trap village,Commune People's Committee,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,6/27/2022 0:00,Medium,,Not Verified
39817,19.21645,104.610818,Nghe An,Tuong Duong,Tam Dinh,664,5,7,Dinh Thang,Commune People's Committee,Bamboo plantation forest on the soil mountain,Plantation forest,7/21/2022 0:00,Low,,Not Verified
39818,19.21619,104.537994,Nghe An,Tuong Duong,Tam Thai,669,1,29,Na Tong village,Commune People's Committee,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39819,19.216359,104.610723,Nghe An,Tuong Duong,Tam Dinh,664,5,7,Dinh Thang,Commune People's Committee,Bamboo plantation forest on the soil mountain,Plantation forest,7/21/2022 0:00,Low,,Not Verified
39820,19.215869,104.573241,Nghe An,Tuong Duong,Tam Thai,655,5,25,Canh Trap village,Commune People's Committee,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,6/27/2022 0:00,Medium,,Not Verified
39821,19.215907,104.616906,Nghe An,Tuong Duong,Tam Dinh,637,17,,Tam Dinh,Lương Công Tuân,Soil planted on the mountain of earth,Plantation forest,6/27/2022 0:00,Low,,Not Verified
39822,19.214006,104.621518,Nghe An,Tuong Duong,Tam Dinh,664,6,7,Dinh Tien,Commune People's Committee,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39823,19.214029,104.621582,Nghe An,Tuong Duong,Tam Dinh,664,7,6,Dinh Tien,Commune People's Committee,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
39824,19.214038,104.621478,Nghe An,Tuong Duong,Tam Dinh,664,6,17,Dinh Tien,Commune People's Committee,Mixed rich natural forest on the soil mountain,Natural forest,7/21/2022 0:00,Medium,,Not Verified
